"State","Grade","Subject","Percentile","Score.2024","Score.2022","Score.2019","Score.Change","Group"
"South Carolina",4,"Mathematics","50th",240.37799987793,236.111000061035,237.876000213623,2.50199966430699,"All students"
"South Dakota",4,"Mathematics","50th",243.163499450684,241.784000396729,244.169000244141,-1.005500793457,"All students"
"Tennessee",4,"Mathematics","50th",242.626998901367,237.8375,241.004499816895,1.622499084472,"All students"
"Texas",4,"Mathematics","50th",243.140000152588,239.621998596191,244.503499603271,-1.36349945068301,"All students"
"Utah",4,"Mathematics","50th",245.00299987793,242.433500671387,246.141999816894,-1.13899993896402,"All students"
"Vermont",4,"Mathematics","50th",236.695500183105,236.180500030518,240.687999725342,-3.992499542237,"All students"
"Virginia",4,"Mathematics","50th",240.413000488281,238.238999176025,247.469499969482,-7.056499481201,"All students"
"Washington",4,"Mathematics","50th",239.446998596191,236.228498840332,240.844998931885,-1.39800033569398,"All students"
"West Virginia",4,"Mathematics","50th",234.140000152588,227.640500640869,234.363500213623,-0.223500061035026,"All students"
"Wisconsin",4,"Mathematics","50th",242.134999084473,243.295000457764,244.578998565674,-2.44399948120099,"All students"
"Wyoming",4,"Mathematics","50th",245.85950088501,244.744000244141,247.458500671387,-1.59899978637699,"All students"
"National",8,"Mathematics","50th",273.654997253418,273.81199798584,282.101998901367,-8.44700164794898,"All students"
"Alabama",8,"Mathematics","50th",261.574502563477,264.513000488281,268.582000732422,-7.00749816894501,"All students"
"Alaska",8,"Mathematics","50th",266.190501403809,270.866000366211,276.205999755859,-10.01549835205,"All students"
"Arizona",8,"Mathematics","50th",269.841996765137,270.314497375488,279.932499694824,-10.090502929687,"All students"
"Arkansas",8,"Mathematics","50th",266.476499938965,266.793504333496,275.457000732422,-8.980500793457,"All students"
"California",8,"Mathematics","50th",267.094000244141,268.09049987793,273.600997924805,-6.50699768066397,"All students"
"Colorado",8,"Mathematics","50th",279.383001708985,275.556500244141,286.079504394531,-6.69650268554602,"All students"
"Connecticut",8,"Mathematics","50th",277.633999633789,276.299998474121,287.128999328613,-9.494999694824,"All students"
"Delaware",8,"Mathematics","50th",262.990998840332,263.220495605469,277.460998535156,-14.469999694824,"All students"
"District of Columbia",8,"Mathematics","50th",257.20350189209,257.688497924805,267.346997070313,-10.143495178223,"All students"
"DoDEA",8,"Mathematics","50th",290.955999755859,291.621501159668,292.036503601074,-1.08050384521499,"All students"
"Florida",8,"Mathematics","50th",266.641998291016,269.792503356934,278.175001525879,-11.533003234863,"All students"
"Georgia",8,"Mathematics","50th",268.889500427246,270.636500549317,279.085499572754,-10.195999145508,"All students"
"Hawaii",8,"Mathematics","50th",269.901499938965,269.660997009277,276.221998596191,-6.32049865722598,"All students"
"Idaho",8,"Mathematics","50th",279.685000610352,282.605500793457,286.676998901367,-6.99199829101502,"All students"
"Illinois",8,"Mathematics","50th",277.123004150391,273.365998840332,282.038998413086,-4.91599426269499,"All students"
"Indiana",8,"Mathematics","50th",279.092999267578,278.743501281739,286.711001586914,-7.61800231933597,"All students"
"Iowa",8,"Mathematics","50th",276.661996459961,277.71900177002,283.245500183105,-6.58350372314396,"All students"
"Kansas",8,"Mathematics","50th",274.84049987793,271.9625,282.14450378418,-7.30400390625005,"All students"
"Kentucky",8,"Mathematics","50th",269.730502319336,268.71549987793,278.404501342773,-8.67399902343703,"All students"
"Louisiana",8,"Mathematics","50th",265.63699798584,265.253498840332,272.222996520996,-6.58599853515597,"All students"
"Maine",8,"Mathematics","50th",272.325500488281,272.279502868652,283.218495178223,-10.892994689942,"All students"
"Maryland",8,"Mathematics","50th",266.37200012207,266.420999145508,278.848500061035,-12.476499938965,"All students"
"Massachusetts",8,"Mathematics","50th",284.474501037598,283.48150177002,296.20950012207,-11.734999084472,"All students"
"Michigan",8,"Mathematics","50th",268.819999694824,271.986999511719,279.766499328613,-10.946499633789,"All students"
"Minnesota",8,"Mathematics","50th",283.42449798584,281.243502807617,292.943000793457,-9.51850280761698,"All students"
"Mississippi",8,"Mathematics","50th",269.061001586914,265.878996276856,273.230500793457,-4.16949920654298,"All students"
"Missouri",8,"Mathematics","50th",271.293000793457,272.100999450684,281.314498901367,-10.02149810791,"All students"
"Montana",8,"Mathematics","50th",281.05950012207,279.127499389649,285.093002319336,-4.03350219726599,"All students"
"Nebraska",8,"Mathematics","50th",282.041998291016,280.314001464844,287.080499267578,-5.03850097656198,"All students"
"Nevada",8,"Mathematics","50th",263.626499938965,268.002003479004,273.669500732422,-10.043000793457,"All students"
"New Hampshire",8,"Mathematics","50th",281.882501220703,279.961999511719,288.563000488281,-6.680499267578,"All students"
"New Jersey",8,"Mathematics","50th",281.870498657227,280.752499389649,292.454998779297,-10.58450012207,"All students"
"New Mexico",8,"Mathematics","50th",254.326999664307,257.911001586914,268.006996154785,-13.679996490478,"All students"
"New York",8,"Mathematics","50th",270.676998901367,273.048500061035,280.070500183105,-9.393501281738,"All students"
"North Carolina",8,"Mathematics","50th",276.680500793457,273.436999511719,284.970497131348,-8.28999633789101,"All students"
"North Dakota",8,"Mathematics","50th",280.549996948242,279.020498657227,287.562498474121,-7.01250152587903,"All students"
"Ohio",8,"Mathematics","50th",279.123999023438,277.193502807617,286.695500183106,-7.571501159668,"All students"
"Oklahoma",8,"Mathematics","50th",264.82600402832,263.713998413086,276.269000244141,-11.442996215821,"All students"
"Oregon",8,"Mathematics","50th",267.585000610352,268.931002807617,279.018000793457,-11.433000183105,"All students"
"Pennsylvania",8,"Mathematics","50th",277.502500915527,274.537498474121,286.36849975586,-8.86599884033302,"All students"
"Puerto Rico",8,"Mathematics","50th",215.773501586914,215.173999786377,221.535500335693,-5.76199874877901,"All students"
"Rhode Island",8,"Mathematics","50th",270.092997741699,270.162004089355,277.069000244141,-6.97600250244204,"All students"
"South Carolina",8,"Mathematics","50th",267.129998779297,268.260501098633,275.856999206543,-8.72700042724597,"All students"
"South Dakota",8,"Mathematics","50th",283.221499633789,283.016496276855,289.450497436524,-6.22899780273502,"All students"
"Tennessee",8,"Mathematics","50th",275.515498352051,272.188000488281,279.601498413086,-4.08600006103501,"All students"
"Texas",8,"Mathematics","50th",267.990496826172,271.901499938965,278.752502441406,-10.762005615234,"All students"
"Utah",8,"Mathematics","50th",284.299002075195,284.039501953125,286.515501403809,-2.21649932861402,"All students"
"Vermont",8,"Mathematics","50th",276.71600189209,276.883503723145,287.68450012207,-10.96849822998,"All students"
"Virginia",8,"Mathematics","50th",275.64049987793,278.159001159668,287.386000061035,-11.745500183105,"All students"
"Washington",8,"Mathematics","50th",272.470503234863,276.171499633789,287.934999084473,-15.46449584961,"All students"
"West Virginia",8,"Mathematics","50th",260.401998901367,260.058500671387,272.756999206543,-12.355000305176,"All students"
"Wisconsin",8,"Mathematics","50th",284.562995910645,282.279499816895,290.536497497559,-5.97350158691404,"All students"
"Wyoming",8,"Mathematics","50th",280.366998291016,282.32200012207,287.491502380371,-7.12450408935501,"All students"
"National",4,"Reading","75th",244.544499206543,246.305500793457,247.704000854492,-3.15950164794899,"All students"
"Alabama",4,"Reading","75th",241.394000244141,241.464501190186,241.329999542236,0.0640007019050017,"All students"
"Alaska",4,"Reading","75th",234.088499450684,237.343000793457,238.052500915527,-3.96400146484299,"All students"
"Arizona",4,"Reading","75th",239.773499298096,243.781500244141,244.165500640869,-4.392001342773,"All students"
"Arkansas",4,"Reading","75th",241.413999176025,242.902001190186,244.177500152588,-2.76350097656302,"All students"
"California",4,"Reading","75th",242.273500823975,244.756997680664,245.439000701904,-3.16549987792899,"All students"
"Colorado",4,"Reading","75th",249.161999511719,249.991999816895,251.054500579834,-1.89250106811502,"All students"
"Connecticut",4,"Reading","75th",250.159999084473,248.066998291016,251.954500579834,-1.794501495361,"All students"
"Delaware",4,"Reading","75th",239.531999206543,238.34649887085,245.852000427246,-6.32000122070301,"All students"
"District of Columbia",4,"Reading","75th",244.289998626709,240.250498962402,244.01549987793,0.274498748778996,"All students"
"DoDEA",4,"Reading","75th",258.023503112793,258.835496520996,255.427000427246,2.59650268554697,"All students"
"Florida",4,"Reading","75th",246.482998657227,250.139002227783,249.193999481201,-2.71100082397399,"All students"
"Georgia",4,"Reading","75th",243.948500061035,244.758001708984,245.645000457764,-1.69650039672902,"All students"
"Hawaii",4,"Reading","75th",245.15599822998,248.631002044678,246.458000946045,-1.30200271606498,"All students"
"Idaho",4,"Reading","75th",244.650999450684,244.755501556396,248.888999176025,-4.23799972534101,"All students"
"Illinois",4,"Reading","75th",244.062999725342,247.264999389648,246.769998168945,-2.706998443603,"All students"
"Indiana",4,"Reading","75th",247.687999725342,245.655499267578,249.0625,-1.374500274658,"All students"
"Iowa",4,"Reading","75th",242.283000946045,245.365000915527,247.091999816895,-4.80899887084999,"All students"
"Kansas",4,"Reading","75th",241.186499786377,243.493000793457,246.157999420166,-4.97149963378899,"All students"
"Kentucky",4,"Reading","75th",246.251000213623,244.221499633789,247.33150177002,-1.080501556397,"All students"
"Louisiana",4,"Reading","75th",245.306500244141,241.620499420166,238.797998809814,6.508501434327,"All students"
"Maine",4,"Reading","75th",239.21549911499,242.137000274658,248.389500427246,-9.174001312256,"All students"
"Maryland",4,"Reading","75th",248.291500091553,244.842501068115,248.808999633789,-0.51749954223601,"All students"
"Massachusetts",4,"Reading","75th",254.124501037598,255.462499237061,256.336000061035,-2.211499023437,"All students"
"Michigan",4,"Reading","75th",237.465000915527,241.390000915527,244.248999023438,-6.78399810791097,"All students"
"Minnesota",4,"Reading","75th",243.383499145508,245.203498840332,249.513499450684,-6.130000305176,"All students"
"Mississippi",4,"Reading","75th",244.649000549316,243.096500396729,243.898000335693,0.751000213623001,"All students"
"Missouri",4,"Reading","75th",240.214500427246,243.363999176025,246.72799911499,-6.513498687744,"All students"
"Montana",4,"Reading","75th",244.789000701904,245.866998291016,247.775499725342,-2.986499023438,"All students"
"Nebraska",4,"Reading","75th",241.084499359131,246.540000152588,248.624000549316,-7.53950119018501,"All students"
"Nevada",4,"Reading","75th",243.061999511719,239.980500030518,243.703997802734,-0.641998291015,"All students"
"New Hampshire",4,"Reading","75th",248.502500915528,249.411501312256,249.856999206543,-1.35449829101501,"All students"
"New Jersey",4,"Reading","75th",252.361496734619,250.813500976563,253.234502410889,-0.873005676269997,"All students"
"New Mexico",4,"Reading","75th",232.368500518799,233.133498382568,236.498500061035,-4.12999954223599,"All students"
"New York",4,"Reading","75th",244.626000213623,243.01549987793,246.663500213623,-2.03749999999999,"All students"
"North Carolina",4,"Reading","75th",243.728999328613,245.525501251221,248.088500213623,-4.35950088500999,"All students"
"North Dakota",4,"Reading","75th",241.357000732422,243.373999786377,245.809998321533,-4.45299758911099,"All students"
"Ohio",4,"Reading","75th",245.633499908447,247.33800201416,247.825000762939,-2.19150085449201,"All students"
"Oklahoma",4,"Reading","75th",235.627498626709,237.010001373291,241.185498809814,-5.55800018310498,"All students"
"Oregon",4,"Reading","75th",239.976000213623,241.120999908447,246.76549987793,-6.78949966430702,"All students"
"Pennsylvania",4,"Reading","75th",245.874498748779,247.013500213623,252.039499664307,-6.165000915528,"All students"
"Rhode Island",4,"Reading","75th",246.263000488281,246.782999420166,247.965500640869,-1.70250015258802,"All students"
"South Carolina",4,"Reading","75th",246.194499206543,245.776499938965,244.876998901367,1.31750030517603,"All students"
"South Dakota",4,"Reading","75th",240.90650100708,244.678498077393,247.495998382568,-6.58949737548798,"All students"
"Tennessee",4,"Reading","75th",245.059000396729,243.399499511719,246.829501342773,-1.770500946044,"All students"
"Texas",4,"Reading","75th",240.686498260498,243.083000183106,242.955000305176,-2.26850204467797,"All students"
"Utah",4,"Reading","75th",248.927498626709,249.323500061035,250.578500366211,-1.65100173950199,"All students"
"Vermont",4,"Reading","75th",243.804000091553,247.347499847412,249.065000915527,-5.261000823974,"All students"
"Virginia",4,"Reading","75th",244.83099975586,245.227500152588,249.767000579834,-4.93600082397398,"All students"
"Washington",4,"Reading","75th",245.397499084473,247.397499847412,247.651999664307,-2.254500579834,"All students"
"West Virginia",4,"Reading","75th",237.523000335693,235.060500335694,242.971500396729,-5.44850006103599,"All students"
"Wisconsin",4,"Reading","75th",244.661000823975,245.585498809815,247.946999359131,-3.28599853515601,"All students"
"Wyoming",4,"Reading","75th",248.125999450684,249.988999938965,250.708498382568,-2.582498931884,"All students"
"National",8,"Reading","75th",286.152003479004,286.85899810791,289.358000183106,-3.20599670410201,"All students"
"Alabama",8,"Reading","75th",276.840496826172,277.761003112793,279.49949798584,-2.65900115966798,"All students"
"Alaska",8,"Reading","75th",277.046501159668,282.062001037598,279.229501342774,-2.18300018310595,"All students"
"Arizona",8,"Reading","75th",281.377499389649,284.310501098633,284.402000427246,-3.02450103759696,"All students"
"Arkansas",8,"Reading","75th",281.339999389648,281.827000427246,285.886003112793,-4.54600372314496,"All students"
"California",8,"Reading","75th",284.57550201416,286.119497680664,286.140000915527,-1.56449890136702,"All students"
"Colorado",8,"Reading","75th",290.411502075195,289.912998962403,292.477996826172,-2.06649475097697,"All students"
"Connecticut",8,"Reading","75th",292.422999572754,290.709501647949,296.100999450684,-3.67799987793001,"All students"
"Delaware",8,"Reading","75th",279.382504272461,279.796997070313,287.169998168945,-7.78749389648402,"All students"
"District of Columbia",8,"Reading","75th",280.775999450684,277.399496459961,278.438996887207,2.33700256347703,"All students"
"DoDEA",8,"Reading","75th",302.688500976563,302.274502563477,299.307498168945,3.38100280761796,"All students"
"Florida",8,"Reading","75th",281.328002929688,285.57099609375,289.991999816895,-8.66399688720696,"All students"
"Georgia",8,"Reading","75th",287.228999328613,286.997499084473,287.905500793457,-0.676501464844023,"All students"
"Hawaii",8,"Reading","75th",285.058999633789,286.756500244141,285.376502990723,-0.317503356934026,"All students"
"Idaho",8,"Reading","75th",287.513500976563,287.703997802735,291.312498474121,-3.79899749755799,"All students"
"Illinois",8,"Reading","75th",289.106999206543,288.41549987793,291.233499145508,-2.12649993896503,"All students"
"Indiana",8,"Reading","75th",289.953500366211,286.584501647949,292.226501464844,-2.27300109863296,"All students"
"Iowa",8,"Reading","75th",286.792999267578,284.691499328613,287.953999328613,-1.161000061035,"All students"
"Kansas",8,"Reading","75th",281.098503112793,281.825497436524,287.403498840332,-6.30499572753899,"All students"
"Kentucky",8,"Reading","75th",284.845997619629,285.252500915527,289.185000610352,-4.33900299072303,"All students"
"Louisiana",8,"Reading","75th",283.413000488282,282.950996398926,283.197001647949,0.215998840333043,"All students"
"Maine",8,"Reading","75th",282.182995605469,285.532000732422,290.912498474121,-8.72950286865199,"All students"
"Maryland",8,"Reading","75th",289.773002624512,289.601000976563,292.033004760742,-2.26000213623001,"All students"
"Massachusetts",8,"Reading","75th",295.594502258301,294.532498168945,298.725999450684,-3.13149719238299,"All students"
"Michigan",8,"Reading","75th",280.317001342774,284.381999206543,286.891998291016,-6.57499694824202,"All students"
"Minnesota",8,"Reading","75th",283.580999755859,285.41300201416,289.771998596191,-6.19099884033199,"All students"
"Mississippi",8,"Reading","75th",278.627000427246,277.75599975586,281.03399810791,-2.40699768066401,"All students"
"Missouri",8,"Reading","75th",282.49700012207,284.288497924805,288.517999267578,-6.02099914550797,"All students"
"Montana",8,"Reading","75th",286.970999145508,285.130001831055,289.369999694824,-2.39900054931599,"All students"
"Nebraska",8,"Reading","75th",283.435998535156,284.677001953125,289.147500610352,-5.71150207519599,"All students"
"Nevada",8,"Reading","75th",282.153997802734,285.044999694824,284.593501281738,-2.43950347900397,"All students"
"New Hampshire",8,"Reading","75th",289.305499267578,288.796998596192,292.446501159668,-3.14100189209,"All students"
"New Jersey",8,"Reading","75th",295.388000488281,296.774499511719,299.412501525879,-4.02450103759799,"All students"
"New Mexico",8,"Reading","75th",273.168499755859,273.517500305176,279.179501342774,-6.01100158691503,"All students"
"New York",8,"Reading","75th",287.695001220703,288.966998291016,288.531997680664,-0.836996459961028,"All students"
"North Carolina",8,"Reading","75th",283.086500549317,281.728497314453,288.84100189209,-5.75450134277298,"All students"
"North Dakota",8,"Reading","75th",280.960501098633,282.912495422363,286.252496337891,-5.29199523925797,"All students"
"Ohio",8,"Reading","75th",287.892500305176,289.070497131348,293.783499145508,-5.89099884033203,"All students"
"Oklahoma",8,"Reading","75th",276.107498168945,276.959495544433,281.566502380371,-5.45900421142596,"All students"
"Oregon",8,"Reading","75th",283.207002258301,283.642500305176,290.184497070312,-6.977494812011,"All students"
"Pennsylvania",8,"Reading","75th",287.0080078125,286.870498657227,291.382499694824,-4.37449188232398,"All students"
"Rhode Island",8,"Reading","75th",286.993003845215,288.01499786377,290.91600189209,-3.92299804687497,"All students"
"South Carolina",8,"Reading","75th",281.94349975586,282.832000732422,285.218501281738,-3.275001525878,"All students"
"South Dakota",8,"Reading","75th",284.624504089355,286.679499816895,287.230503845215,-2.60599975586001,"All students"
"Tennessee",8,"Reading","75th",287.169497680664,284.05299987793,287.356498718262,-0.187001037598009,"All students"
"Texas",8,"Reading","75th",280.872999572754,279.182498168945,281.011497497559,-0.138497924804994,"All students"
"Utah",8,"Reading","75th",287.156501770019,291.020500183106,292.097999572754,-4.941497802735,"All students"
"Vermont",8,"Reading","75th",285.173999023438,290.234997558594,294.661996459961,-9.48799743652302,"All students"
"Virginia",8,"Reading","75th",285.286499023438,287.10950012207,289.084503173828,-3.79800415039,"All students"
"Washington",8,"Reading","75th",287.200498962402,288.121499633789,294.60350189209,-7.403002929688,"All students"
"West Virginia",8,"Reading","75th",276.306999206543,277.352502441406,281.345504760742,-5.03850555419899,"All students"
"Wisconsin",8,"Reading","75th",287.079002380371,288.022502136231,293.420498657227,-6.34149627685599,"All students"
"Wyoming",8,"Reading","75th",285.046000671387,285.366500854492,288.907000732422,-3.86100006103499,"All students"
"National",4,"Mathematics","75th",261.796002197266,259.095999145508,262.338500976563,-0.542498779297034,"All students"
"Alabama",4,"Mathematics","75th",259.555000305176,250.859000396729,251.615001678467,7.93999862670901,"All students"
"Alaska",4,"Mathematics","75th",253.943500518799,251.444998931885,255.88150177002,-1.93800125122101,"All students"
"Arizona",4,"Mathematics","75th",257.865501403809,256.522499847412,259.595501708984,-1.730000305175,"All students"
"Arkansas",4,"Mathematics","75th",254.670500183106,251.520000457764,255.831501770019,-1.16100158691302,"All students"
"California",4,"Mathematics","75th",259.027000427246,254.214000701904,256.818997955322,2.20800247192398,"All students"
"Colorado",4,"Mathematics","75th",263.512501525879,259.341500854492,265.44649810791,-1.933996582031,"All students"
"Connecticut",4,"Mathematics","75th",265.077500915528,260.761000061035,264.830996704101,0.246504211427009,"All students"
"Delaware",4,"Mathematics","75th",258.337001037598,249.560000610352,261.482499694824,-3.14549865722603,"All students"
"District of Columbia",4,"Mathematics","75th",258.267999267578,247.98800201416,258.186502075195,0.081497192382983,"All students"
"DoDEA",4,"Mathematics","75th",268.687501525879,267.010501098633,267.67149810791,1.01600341796899,"All students"
"Florida",4,"Mathematics","75th",265.753500366211,261.849502563477,265.15899810791,0.59450225830102,"All students"
"Georgia",4,"Mathematics","75th",260.064498901367,256.535501098633,259.646998596192,0.417500305174997,"All students"
"Hawaii",4,"Mathematics","75th",264.082000732422,258.923999023438,261.299998474121,2.78200225830096,"All students"
"Idaho",4,"Mathematics","75th",263.125001525879,258.733502197266,263.265002441406,-0.140000915527025,"All students"
"Illinois",4,"Mathematics","75th",260.856497192383,260.455001831055,260.62799987793,0.228497314453023,"All students"
"Indiana",4,"Mathematics","75th",264.305999755859,261.933000183106,266.459501647949,-2.15350189209005,"All students"
"Iowa",4,"Mathematics","75th",260.164999389649,261.113500976563,262.422499084473,-2.25749969482399,"All students"
"Kansas",4,"Mathematics","75th",261.289501953125,257.728497314453,261.766999816894,-0.477497863768974,"All students"
"Kentucky",4,"Mathematics","75th",259.772500610352,255.538500213623,260.779000854492,-1.00650024414,"All students"
"Louisiana",4,"Mathematics","75th",257.244003295899,250.787998962402,252.020500946045,5.22350234985402,"All students"
"Maine",4,"Mathematics","75th",255.792001342773,254.463998413086,262.377500915528,-6.585499572755,"All students"
"Maryland",4,"Mathematics","75th",262.066497802735,255.604999542236,262.93699798584,-0.87050018310498,"All students"
"Massachusetts",4,"Mathematics","75th",270.841494750977,264.503497314453,269.452001953125,1.38949279785203,"All students"
"Michigan",4,"Mathematics","75th",259.754002380371,255.438499450684,258.183001708984,1.57100067138697,"All students"
"Minnesota",4,"Mathematics","75th",266.086996459961,263.002499389649,271.363999938965,-5.27700347900395,"All students"
"Mississippi",4,"Mathematics","75th",258.905996704102,254.786000061035,258.934498596191,-0.0285018920890252,"All students"
"Missouri",4,"Mathematics","75th",259.016497802734,257.127499389649,260.508499145508,-1.49200134277396,"All students"
"Montana",4,"Mathematics","75th",261.577998352051,258.983000183106,261.668997192383,-0.0909988403320199,"All students"
"Nebraska",4,"Mathematics","75th",261.17250213623,264.529002380371,265.066500854492,-3.89399871826203,"All students"
"Nevada",4,"Mathematics","75th",259.096000671387,251.884000396729,256.494499206543,2.60150146484398,"All students"
"New Hampshire",4,"Mathematics","75th",263.080003356934,260.904997253418,264.956500244141,-1.876496887207,"All students"
"New Jersey",4,"Mathematics","75th",265.366499328613,262.461499023438,267.659001159668,-2.29250183105501,"All students"
"New Mexico",4,"Mathematics","75th",247.367499542236,242.755500030518,252.16900100708,-4.80150146484399,"All students"
"New York",4,"Mathematics","75th",259.996499633789,252.251500701904,259.213499450684,0.783000183105003,"All students"
"North Carolina",4,"Mathematics","75th",263.129000854492,258.929997253418,262.336000061035,0.793000793456997,"All students"
"North Dakota",4,"Mathematics","75th",263.173501586914,261.1375,263.077500915528,0.0960006713860366,"All students"
"Ohio",4,"Mathematics","75th",264.03150177002,261.710499572754,261.432998657227,2.59850311279297,"All students"
"Oklahoma",4,"Mathematics","75th",254.748499298096,250.557501220703,256.343502044678,-1.59500274658203,"All students"
"Oregon",4,"Mathematics","75th",255.010500335693,252.65950012207,260.640498352051,-5.629998016358,"All students"
"Pennsylvania",4,"Mathematics","75th",263.328001403809,262.400999450684,267.56300201416,-4.23500061035099,"All students"
"Puerto Rico",4,"Mathematics","75th",206.524500274658,197.879500579834,204.082500457764,2.441999816894,"All students"
"Rhode Island",4,"Mathematics","75th",261.442002868652,256.584998321533,260.547003173828,0.894999694824037,"All students"
"South Carolina",4,"Mathematics","75th",262.368997192383,256.816996765137,258.983499145508,3.385498046875,"All students"
"South Dakota",4,"Mathematics","75th",262.384501647949,260.888500976563,261.977998352051,0.406503295898005,"All students"
"Tennessee",4,"Mathematics","75th",263.188500976563,258.888496398926,261.703500366211,1.48500061035196,"All students"
"Texas",4,"Mathematics","75th",263.267999267578,260.464501953125,263.741000366211,-0.473001098633006,"All students"
"Utah",4,"Mathematics","75th",265.410000610352,263.631500244141,266.09700012207,-0.686999511718057,"All students"
"Vermont",4,"Mathematics","75th",258.492498779297,257.1875,260.149499511719,-1.65700073242198,"All students"
"Virginia",4,"Mathematics","75th",262.601504516602,261.184997558594,266.660501098633,-4.058996582031,"All students"
"Washington",4,"Mathematics","75th",262.855500793457,258.341502380371,261.515498352051,1.340002441406,"All students"
"West Virginia",4,"Mathematics","75th",254.06549987793,247.022499084473,252.726500701904,1.33899917602599,"All students"
"Wisconsin",4,"Mathematics","75th",264.29349975586,263.834503173828,265.50450592041,-1.21100616454999,"All students"
"Wyoming",4,"Mathematics","75th",264.415498352051,263.51950378418,265.328002929688,-0.912504577637037,"All students"
"National",8,"Mathematics","75th",302.988499450684,300.789999389649,309.454998779297,-6.466499328613,"All students"
"Alabama",8,"Mathematics","75th",289.861499023438,291.102000427246,294.326998901367,-4.46549987792901,"All students"
"Alaska",8,"Mathematics","75th",294.641999816895,296.818501281738,303.792997741699,-9.15099792480402,"All students"
"Arizona",8,"Mathematics","75th",300.116499328613,297.375500488281,305.988500976563,-5.87200164795001,"All students"
"Arkansas",8,"Mathematics","75th",291.998001098633,291.628999328613,301.64949798584,-9.65149688720703,"All students"
"California",8,"Mathematics","75th",299.379998779297,296.102500915527,304.011500549317,-4.63150177002001,"All students"
"Colorado",8,"Mathematics","75th",308.396501159668,302.222497558594,311.865501403809,-3.469000244141,"All students"
"Connecticut",8,"Mathematics","75th",307.71199798584,305.351502990723,315.82149810791,-8.10950012206996,"All students"
"Delaware",8,"Mathematics","75th",291.250506591797,289.409001159668,303.926002502441,-12.675495910644,"All students"
"District of Columbia",8,"Mathematics","75th",289.778999328613,285.065498352051,296.002998352051,-6.22399902343801,"All students"
"DoDEA",8,"Mathematics","75th",314.462498474121,313.278503417969,313.969000244141,0.493498229979991,"All students"
"Florida",8,"Mathematics","75th",293.861497497559,296.155999755859,306.01900177002,-12.157504272461,"All students"
"Georgia",8,"Mathematics","75th",297.223004150391,297.268998718262,306.664498901367,-9.44149475097601,"All students"
"Hawaii",8,"Mathematics","75th",296.592498779297,295.436502075195,302.171000671387,-5.57850189209,"All students"
"Idaho",8,"Mathematics","75th",305.660499572754,306.727499389648,311.991500854492,-6.331001281738,"All students"
"Illinois",8,"Mathematics","75th",308.558001708984,301.051997375488,309.400500488281,-0.842498779296989,"All students"
"Indiana",8,"Mathematics","75th",305.519995117188,304.885998535156,312.201501464844,-6.68150634765601,"All students"
"Iowa",8,"Mathematics","75th",301.596501159668,302.444502258301,306.829501342774,-5.23300018310601,"All students"
"Kansas",8,"Mathematics","75th",300.561499023438,296.902499389648,308.044000244141,-7.482501220703,"All students"
"Kentucky",8,"Mathematics","75th",298.030999755859,294.643002319336,303.432501220703,-5.40150146484399,"All students"
"Louisiana",8,"Mathematics","75th",293.775498962402,291.233000183106,296.848500061035,-3.07300109863297,"All students"
"Maine",8,"Mathematics","75th",298.471002197266,298.316502380371,308.792001342773,-10.320999145507,"All students"
"Maryland",8,"Mathematics","75th",298.471499633789,298.538499450684,309.494497680664,-11.022998046875,"All students"
"Massachusetts",8,"Mathematics","75th",313.742498779297,310.894497680664,323.317997741699,-9.57549896240198,"All students"
"Michigan",8,"Mathematics","75th",297.673001098633,299.472496032715,305.913998413086,-8.24099731445301,"All students"
"Minnesota",8,"Mathematics","75th",308.36849822998,306.196000671387,319.322499084473,-10.954000854493,"All students"
"Mississippi",8,"Mathematics","75th",294.664999389649,290.294499206543,298.248500061035,-3.58350067138599,"All students"
"Missouri",8,"Mathematics","75th",296.736999511719,297.660496520996,306.066500854492,-9.32950134277303,"All students"
"Montana",8,"Mathematics","75th",306.923002624512,302.480000305176,310.204501342773,-3.28149871826105,"All students"
"Nebraska",8,"Mathematics","75th",307.283000183106,305.484004211426,310.620497131348,-3.33749694824195,"All students"
"Nevada",8,"Mathematics","75th",291.858004760742,293.727500915527,299.843501281738,-7.98549652099598,"All students"
"New Hampshire",8,"Mathematics","75th",305.895498657227,302.908500671387,311.93699798584,-6.04149932861299,"All students"
"New Jersey",8,"Mathematics","75th",314.649996948242,309.30299987793,321.583004760742,-6.93300781250002,"All students"
"New Mexico",8,"Mathematics","75th",281.18699798584,281.872001647949,293.701998901367,-12.515000915527,"All students"
"New York",8,"Mathematics","75th",300.796496582031,303.514001464844,310.073501586914,-9.27700500488299,"All students"
"North Carolina",8,"Mathematics","75th",307.033001708984,299.365502929688,311.91199798584,-4.87899627685601,"All students"
"North Dakota",8,"Mathematics","75th",303.70050201416,302.347499084473,310.598501586914,-6.89799957275397,"All students"
"Ohio",8,"Mathematics","75th",307.657502746582,303.588999938965,312.9375,-5.279997253418,"All students"
"Oklahoma",8,"Mathematics","75th",288.911996459961,287.173498535156,299.607496643066,-10.695500183105,"All students"
"Oregon",8,"Mathematics","75th",297.28999786377,295.182998657227,307.089497375488,-9.79949951171801,"All students"
"Pennsylvania",8,"Mathematics","75th",307.429499816895,301.906997680664,314.920999145508,-7.49149932861303,"All students"
"Puerto Rico",8,"Mathematics","75th",234.910000610352,235.181999969482,241.273499298096,-6.363498687744,"All students"
