"State","Grade","Subject","Percentile","Score.2024","Score.2022","Score.2019","Score.Change","Group"
"Colorado",4,"Mathematics","90th",265.292497253418,258.936502075195,264.668000793457,0.624496459960994,"Economically disadvantaged"
"Colorado",4,"Mathematics","90th",289.538500976563,284.893000793457,289.52200012207,0.0165008544930174,"Not economically disadvantaged"
"Connecticut",4,"Mathematics","90th",260.504000854492,261.022000122071,262.500503540039,-1.996502685547,"Economically disadvantaged"
"Connecticut",4,"Mathematics","90th",291.768501281738,289.091500854492,289.435997009277,2.33250427246099,"Not economically disadvantaged"
"Delaware",4,"Mathematics","90th",259.40299987793,249.830999755859,263.249502563477,-3.84650268554702,"Economically disadvantaged"
"Delaware",4,"Mathematics","90th",282.81199798584,272.222502136231,286.436500549317,-3.62450256347699,"Not economically disadvantaged"
"District of Columbia",4,"Mathematics","90th",251.925997924805,253.123001098633,264.056997680664,-12.130999755859,"Economically disadvantaged"
"District of Columbia",4,"Mathematics","90th",295.474003601074,293.535995483399,297.443998718262,-1.96999511718798,"Not economically disadvantaged"
"DoDEA",4,"Mathematics","90th",NA,NA,NA,NA,"Economically disadvantaged"
"DoDEA",4,"Mathematics","90th",NA,NA,NA,NA,"Not economically disadvantaged"
"Florida",4,"Mathematics","90th",273.545500183106,269.076498413086,272.311000061035,1.23450012207104,"Economically disadvantaged"
"Florida",4,"Mathematics","90th",290.295498657227,286.170503234863,288.92749786377,1.36800079345699,"Not economically disadvantaged"
"Georgia",4,"Mathematics","90th",266.516999816895,262.571002197266,262.780499267578,3.73650054931699,"Economically disadvantaged"
"Georgia",4,"Mathematics","90th",293.405995178223,281.948004150391,293.265000915528,0.140994262695017,"Not economically disadvantaged"
"Hawaii",4,"Mathematics","90th",267.804502868652,264.760502624512,263.860501098633,3.94400177001899,"Economically disadvantaged"
"Hawaii",4,"Mathematics","90th",289.167999267578,281.547500610352,284.632499694824,4.53549957275402,"Not economically disadvantaged"
"Idaho",4,"Mathematics","90th",270.254502868653,266.892999267578,270.393998718262,-0.139495849609034,"Economically disadvantaged"
"Idaho",4,"Mathematics","90th",285.964001464844,283.809997558594,285.813507080078,0.150494384765977,"Not economically disadvantaged"
"Illinois",4,"Mathematics","90th",263.387504577637,257.937498474121,264.73450012207,-1.34699554443301,"Economically disadvantaged"
"Illinois",4,"Mathematics","90th",289.102001953125,288.183499145508,287.119000244141,1.98300170898403,"Not economically disadvantaged"
"Indiana",4,"Mathematics","90th",271.767500305176,268.633499145508,271.782000732422,-0.0145004272459914,"Economically disadvantaged"
"Indiana",4,"Mathematics","90th",289.449501037598,287.093501281738,291.896501159668,-2.44700012206999,"Not economically disadvantaged"
"Iowa",4,"Mathematics","90th",262.928495788574,261.279502868652,264.691496276856,-1.76300048828199,"Economically disadvantaged"
"Iowa",4,"Mathematics","90th",284.140000915527,285.180503845215,286.152500915527,-2.01249999999999,"Not economically disadvantaged"
"Kansas",4,"Mathematics","90th",263.355500793457,257.61849899292,265.088502502441,-1.73300170898398,"Economically disadvantaged"
"Kansas",4,"Mathematics","90th",284.324000549317,283.953999328613,286.363998413086,-2.03999786376897,"Not economically disadvantaged"
"Kentucky",4,"Mathematics","90th",266.930000305176,260.206997680664,267.511999511719,-0.581999206543003,"Economically disadvantaged"
"Kentucky",4,"Mathematics","90th",285.175999450684,283.291499328613,286.237498474121,-1.06149902343702,"Not economically disadvantaged"
"Louisiana",4,"Mathematics","90th",265.592999267578,259.201997375489,259.853498840332,5.73950042724601,"Economically disadvantaged"
"Louisiana",4,"Mathematics","90th",285.199000549316,282.79899597168,279.939501953125,5.25949859619101,"Not economically disadvantaged"
"Maine",4,"Mathematics","90th",259.20899810791,257.999000549316,268.100994873047,-8.89199676513698,"Economically disadvantaged"
"Maine",4,"Mathematics","90th",279.88150177002,276.571000671387,285.119000244141,-5.23749847412097,"Not economically disadvantaged"
"Maryland",4,"Mathematics","90th",260.98699798584,251.203001403809,263.913000488281,-2.92600250244101,"Economically disadvantaged"
"Maryland",4,"Mathematics","90th",291.479498291016,286.039500427246,293.128498840332,-1.64900054931599,"Not economically disadvantaged"
"Massachusetts",4,"Mathematics","90th",267.37200012207,263.928500366211,267.294499206543,0.0775009155270254,"Economically disadvantaged"
"Massachusetts",4,"Mathematics","90th",296.318002319336,291.736003112793,292.303001403809,4.01500091552703,"Not economically disadvantaged"
"Michigan",4,"Mathematics","90th",265.560002136231,259.242999267578,262.025997924805,3.53400421142601,"Economically disadvantaged"
"Michigan",4,"Mathematics","90th",284.930000305176,284.544497680664,283.843499755859,1.08650054931701,"Not economically disadvantaged"
"Minnesota",4,"Mathematics","90th",268.444000244141,259.504000854492,271.67550201416,-3.23150177001895,"Economically disadvantaged"
"Minnesota",4,"Mathematics","90th",290.536001586914,286.574000549316,292.920498657227,-2.38449707031299,"Not economically disadvantaged"
"Mississippi",4,"Mathematics","90th",268.015498352051,265.653503417969,269.110499572754,-1.09500122070301,"Economically disadvantaged"
"Mississippi",4,"Mathematics","90th",286.25899810791,281.991998291016,286.725500488281,-0.466502380371026,"Not economically disadvantaged"
"Missouri",4,"Mathematics","90th",264.505000305176,259.784498596192,268.625498962403,-4.12049865722702,"Economically disadvantaged"
"Missouri",4,"Mathematics","90th",282.882000732422,282.061502075195,283.927500915527,-1.04550018310499,"Not economically disadvantaged"
"Montana",4,"Mathematics","90th",265.727499389648,268.883499145508,268.096002197266,-2.36850280761797,"Economically disadvantaged"
"Montana",4,"Mathematics","90th",285.709501647949,278.543501281738,282.233499145508,3.47600250244102,"Not economically disadvantaged"
"Nebraska",4,"Mathematics","90th",264.93049621582,264.949501037598,269.260502624512,-4.33000640869199,"Economically disadvantaged"
"Nebraska",4,"Mathematics","90th",284.228503417969,289.798500061035,288.278997802734,-4.05049438476499,"Not economically disadvantaged"
"Nevada",4,"Mathematics","90th",273.77850189209,264.962001037598,265.183999633789,8.59450225830096,"Economically disadvantaged"
"Nevada",4,"Mathematics","90th",287.427496337891,281.993501281738,284.275497436524,3.15199890136699,"Not economically disadvantaged"
"New Hampshire",4,"Mathematics","90th",263.960997009277,263.358999633789,266.985997009278,-3.025000000001,"Economically disadvantaged"
"New Hampshire",4,"Mathematics","90th",284.848997497559,279.118498229981,284.942498779297,-0.0935012817379857,"Not economically disadvantaged"
"New Jersey",4,"Mathematics","90th",263.828001403809,259.127001953125,265.664001464844,-1.83600006103495,"Economically disadvantaged"
"New Jersey",4,"Mathematics","90th",291.563000488281,290.423500061035,290.665998840332,0.897001647948969,"Not economically disadvantaged"
"New Mexico",4,"Mathematics","90th",252.362999725342,255.0125,262.879499816895,-10.516500091553,"Economically disadvantaged"
"New Mexico",4,"Mathematics","90th",275.283999633789,274.765000915527,285.907499694824,-10.623500061035,"Not economically disadvantaged"
"New York",4,"Mathematics","90th",266.449995422363,260.407501220703,264.386500549317,2.06349487304595,"Economically disadvantaged"
"New York",4,"Mathematics","90th",289.030998229981,281.325997924805,287.76900177002,1.26199645996098,"Not economically disadvantaged"
"North Carolina",4,"Mathematics","90th",267.305499267578,254.386000823975,264.232000732422,3.07349853515598,"Economically disadvantaged"
"North Carolina",4,"Mathematics","90th",289.94349975586,285.206500244141,287.509498596191,2.43400115966898,"Not economically disadvantaged"
"North Dakota",4,"Mathematics","90th",263.961499023438,263.985501098633,266.824002075195,-2.86250305175696,"Economically disadvantaged"
"North Dakota",4,"Mathematics","90th",283.190498352051,279.319000244141,281.090000915527,2.10049743652399,"Not economically disadvantaged"
"Ohio",4,"Mathematics","90th",269.076002502441,261.438499450684,264.42200012207,4.65400238037097,"Economically disadvantaged"
"Ohio",4,"Mathematics","90th",288.261500549316,287.421000671387,287.649501037598,0.611999511718011,"Not economically disadvantaged"
"Oklahoma",4,"Mathematics","90th",264.859501647949,258.584501647949,263.758500671387,1.10100097656198,"Economically disadvantaged"
"Oklahoma",4,"Mathematics","90th",282.696499633789,277.389996337891,279.870500183105,2.82599945068404,"Not economically disadvantaged"
"Oregon",4,"Mathematics","90th",255.917998504639,272.10299987793,268.431001281738,-12.513002777099,"Economically disadvantaged"
"Oregon",4,"Mathematics","90th",280.880000305176,NA,290.646501159668,-9.76650085449199,"Not economically disadvantaged"
"Pennsylvania",4,"Mathematics","90th",268.978497314453,265.753001403809,267.111500549317,1.86699676513604,"Economically disadvantaged"
"Pennsylvania",4,"Mathematics","90th",291.079499816895,286.175,293.445002746582,-2.36550292968701,"Not economically disadvantaged"
"Puerto Rico",4,"Mathematics","90th",222.45299987793,212.333999633789,220.408501434326,2.044498443604,"Economically disadvantaged"
"Puerto Rico",4,"Mathematics","90th",237.337001037598,224.408000946045,NA,NA,"Not economically disadvantaged"
"Rhode Island",4,"Mathematics","90th",262.507498168945,261.385000610352,264.910501098633,-2.403002929688,"Economically disadvantaged"
"Rhode Island",4,"Mathematics","90th",288.260003662109,282.006996154785,283.258001708985,5.00200195312402,"Not economically disadvantaged"
"South Carolina",4,"Mathematics","90th",269.261502075195,261.877499389649,263.463000488281,5.79850158691397,"Economically disadvantaged"
"South Carolina",4,"Mathematics","90th",288.338999938965,285.148999023438,287.201502990723,1.13749694824202,"Not economically disadvantaged"
"South Dakota",4,"Mathematics","90th",264.34599609375,259.379000854492,263.958999633789,0.386996459960983,"Economically disadvantaged"
"South Dakota",4,"Mathematics","90th",283.535501098633,279.764500427246,281.179000854492,2.35650024414099,"Not economically disadvantaged"
"Tennessee",4,"Mathematics","90th",263.470997619629,257.039503479004,262.388000488281,1.08299713134795,"Economically disadvantaged"
"Tennessee",4,"Mathematics","90th",285.493498229981,282.013999938965,284.491499328613,1.00199890136804,"Not economically disadvantaged"
"Texas",4,"Mathematics","90th",271.207501220703,265.227001953125,268.941502380371,2.26599884033203,"Economically disadvantaged"
"Texas",4,"Mathematics","90th",289.92449798584,287.316000366211,291.713499450684,-1.78900146484403,"Not economically disadvantaged"
"Utah",4,"Mathematics","90th",268.720997619629,264.517999267578,274.100498962403,-5.37950134277401,"Economically disadvantaged"
"Utah",4,"Mathematics","90th",285.546002197266,286.438000488281,286.373500061035,-0.827497863768997,"Not economically disadvantaged"
"Vermont",4,"Mathematics","90th",263.946002197266,257.750497436523,268.644497680664,-4.69849548339801,"Economically disadvantaged"
"Vermont",4,"Mathematics","90th",282.424501037598,280.776496887207,281.043501281738,1.38099975586005,"Not economically disadvantaged"
"Virginia",4,"Mathematics","90th",264.221998596191,256.828499603271,267.87200012207,-3.65000152587902,"Economically disadvantaged"
"Virginia",4,"Mathematics","90th",288.894999694824,285.929501342774,292.965498352051,-4.07049865722701,"Not economically disadvantaged"
"Washington",4,"Mathematics","90th",265.791497802734,262.468499755859,265.319497680664,0.472000122069971,"Economically disadvantaged"
"Washington",4,"Mathematics","90th",291.458003234864,286.04700012207,290.336001586914,1.12200164795001,"Not economically disadvantaged"
"West Virginia",4,"Mathematics","90th",262.633001708984,257.00299987793,258.930500793457,3.70250091552703,"Economically disadvantaged"
"West Virginia",4,"Mathematics","90th",278.971998596191,269.784999084473,275.416998291016,3.55500030517499,"Not economically disadvantaged"
"Wisconsin",4,"Mathematics","90th",267.676501464844,264.927499389648,268.334001159668,-0.657499694823969,"Economically disadvantaged"
"Wisconsin",4,"Mathematics","90th",289.475,289.083502197266,289.281503295898,0.193496704102017,"Not economically disadvantaged"
"Wyoming",4,"Mathematics","90th",269.983001708984,267.885502624512,272.301002502442,-2.318000793458,"Economically disadvantaged"
"Wyoming",4,"Mathematics","90th",284.340498352051,283.079002380371,283.5875,0.752998352051009,"Not economically disadvantaged"
"National",8,"Mathematics","90th",306.985997009277,305.495498657226,312.885000610352,-5.89900360107498,"Economically disadvantaged"
"National",8,"Mathematics","90th",339.091497802734,335.501496887207,343.302998352051,-4.21150054931701,"Not economically disadvantaged"
"Alabama",8,"Mathematics","90th",296.757000732422,293.041502380371,296.679498291016,0.0775024414060113,"Economically disadvantaged"
"Alabama",8,"Mathematics","90th",327.056999206543,323.175497436523,327.680500793457,-0.62350158691396,"Not economically disadvantaged"
"Alaska",8,"Mathematics","90th",300.890002441406,301.917495727539,309.730502319336,-8.84049987792997,"Economically disadvantaged"
"Alaska",8,"Mathematics","90th",329.725001525879,328.731497192383,335.710499572754,-5.98549804687497,"Not economically disadvantaged"
"Arizona",8,"Mathematics","90th",303.669000244141,303.075999450684,316.401496887207,-12.732496643066,"Economically disadvantaged"
"Arizona",8,"Mathematics","90th",340.473500061035,332.924003601074,338.432501220703,2.04099884033201,"Not economically disadvantaged"
"Arkansas",8,"Mathematics","90th",304.219000244141,302.634999084473,309.024502563477,-4.80550231933597,"Economically disadvantaged"
"Arkansas",8,"Mathematics","90th",332.102996826172,322.744500732422,336.609999084473,-4.50700225830099,"Not economically disadvantaged"
"California",8,"Mathematics","90th",305.512501525879,301.55950012207,310.265000915527,-4.75249938964805,"Economically disadvantaged"
"California",8,"Mathematics","90th",348.155502319336,345.800001525879,348.700003051758,-0.544500732422023,"Not economically disadvantaged"
"Colorado",8,"Mathematics","90th",309.403001403809,299.719500732422,310.794500732422,-1.39149932861301,"Economically disadvantaged"
"Colorado",8,"Mathematics","90th",340.349502563477,332.838999938965,343.031002807617,-2.68150024414001,"Not economically disadvantaged"
"Connecticut",8,"Mathematics","90th",304.925500488281,304.312501525879,313.555001831055,-8.62950134277401,"Economically disadvantaged"
"Connecticut",8,"Mathematics","90th",342.812495422363,339.43150177002,347.189999389648,-4.37750396728501,"Not economically disadvantaged"
"Delaware",8,"Mathematics","90th",292.947499084473,288.031001281738,305.192001342774,-12.244502258301,"Economically disadvantaged"
"Delaware",8,"Mathematics","90th",321.410002136231,317.69400177002,331.130502319336,-9.720500183105,"Not economically disadvantaged"
"District of Columbia",8,"Mathematics","90th",289.036996459961,294.015000915528,302.17799987793,-13.141003417969,"Economically disadvantaged"
"District of Columbia",8,"Mathematics","90th",342.227499389648,344.118000793457,352.270500183106,-10.043000793458,"Not economically disadvantaged"
"DoDEA",8,"Mathematics","90th",NA,NA,NA,NA,"Economically disadvantaged"
"DoDEA",8,"Mathematics","90th",NA,NA,NA,NA,"Not economically disadvantaged"
"Florida",8,"Mathematics","90th",306.187001037598,306.504997253418,315.069999694824,-8.88299865722598,"Economically disadvantaged"
"Florida",8,"Mathematics","90th",326.770999145508,332.726499938965,340.765501403809,-13.9945022583011,"Not economically disadvantaged"
"Georgia",8,"Mathematics","90th",307.347998046875,306.912503051758,310.571499633789,-3.22350158691404,"Economically disadvantaged"
"Georgia",8,"Mathematics","90th",338.660504150391,332.500997924805,345.960998535156,-7.30049438476505,"Not economically disadvantaged"
"Hawaii",8,"Mathematics","90th",304.624002075195,305.642001342774,307.279501342773,-2.65549926757802,"Economically disadvantaged"
"Hawaii",8,"Mathematics","90th",329.122500610352,325.712503051758,331.795498657227,-2.67299804687497,"Not economically disadvantaged"
"Idaho",8,"Mathematics","90th",308.355502319336,313.668501281738,316.110997009277,-7.75549468994103,"Economically disadvantaged"
"Idaho",8,"Mathematics","90th",332.364001464844,333.659001159668,341.711000061035,-9.34699859619099,"Not economically disadvantaged"
"Illinois",8,"Mathematics","90th",309.690998840332,302.920997619629,316.400500488281,-6.70950164794903,"Economically disadvantaged"
"Illinois",8,"Mathematics","90th",347.614001464844,337.03450012207,343.126495361328,4.48750610351601,"Not economically disadvantaged"
"Indiana",8,"Mathematics","90th",314.384498596191,310.864999389648,317.422499084473,-3.03800048828197,"Economically disadvantaged"
"Indiana",8,"Mathematics","90th",336.583000183106,338.098498535156,341.769999694824,-5.186999511718,"Not economically disadvantaged"
"Iowa",8,"Mathematics","90th",304.542497253418,300.651000976563,310.569000244141,-6.02650299072303,"Economically disadvantaged"
"Iowa",8,"Mathematics","90th",328.857498168945,330.123002624512,334.613000488281,-5.75550231933596,"Not economically disadvantaged"
"Kansas",8,"Mathematics","90th",301.862501525879,298.71549987793,314.973999023438,-13.111497497559,"Economically disadvantaged"
"Kansas",8,"Mathematics","90th",332.027998352051,327.741500854492,340.841496276856,-8.81349792480501,"Not economically disadvantaged"
"Kentucky",8,"Mathematics","90th",307.145999145508,302.524504089356,312.171499633789,-5.02550048828101,"Economically disadvantaged"
"Kentucky",8,"Mathematics","90th",336.361497497559,329.631001281738,336.464001464844,-0.102503967284974,"Not economically disadvantaged"
"Louisiana",8,"Mathematics","90th",304.59100189209,301.793002319336,306.044998168946,-1.453996276856,"Economically disadvantaged"
"Louisiana",8,"Mathematics","90th",334.90849609375,330.992001342774,333.023500061035,1.88499603271498,"Not economically disadvantaged"
"Maine",8,"Mathematics","90th",306.048497009277,304.193501281738,312.761999511719,-6.713502502442,"Economically disadvantaged"
"Maine",8,"Mathematics","90th",330.296997070313,328.857499694825,338.637496948242,-8.34049987792901,"Not economically disadvantaged"
"Maryland",8,"Mathematics","90th",294.698999023438,296.885998535156,307.075999450684,-12.377000427246,"Economically disadvantaged"
"Maryland",8,"Mathematics","90th",337.611003112793,335.853001403809,348.491502380371,-10.880499267578,"Not economically disadvantaged"
"Massachusetts",8,"Mathematics","90th",310.664498901367,308.883500671387,323.709001159668,-13.044502258301,"Economically disadvantaged"
"Massachusetts",8,"Mathematics","90th",350.192497253418,345.32250366211,351.518496704102,-1.32599945068398,"Not economically disadvantaged"
"Michigan",8,"Mathematics","90th",303.461000061035,303.191499328613,309.178999328613,-5.71799926757797,"Economically disadvantaged"
"Michigan",8,"Mathematics","90th",333.430500793457,331.869999694824,338.339497375488,-4.90899658203102,"Not economically disadvantaged"
"Minnesota",8,"Mathematics","90th",308.215998840332,302.025004577637,318.605499267578,-10.389500427246,"Economically disadvantaged"
"Minnesota",8,"Mathematics","90th",338.497001647949,332.73150177002,345.672499084473,-7.17549743652398,"Not economically disadvantaged"
"Mississippi",8,"Mathematics","90th",308.767498779297,302.930502319336,310.346002197266,-1.57850341796899,"Economically disadvantaged"
"Mississippi",8,"Mathematics","90th",335.129502868652,328.126998901367,337.164498901367,-2.03499603271496,"Not economically disadvantaged"
"Missouri",8,"Mathematics","90th",299.916502380371,302.011000061035,310.91849975586,-11.001997375489,"Economically disadvantaged"
"Missouri",8,"Mathematics","90th",330.00950012207,327.5375,336.799499511719,-6.78999938964898,"Not economically disadvantaged"
"Montana",8,"Mathematics","90th",320.360000610352,307.856001281738,317.432501220703,2.92749938964903,"Economically disadvantaged"
"Montana",8,"Mathematics","90th",331.718002319336,327.92749786377,337.316999816895,-5.59899749755903,"Not economically disadvantaged"
"Nebraska",8,"Mathematics","90th",311.605497741699,309.877003479004,313.704499816895,-2.09900207519598,"Economically disadvantaged"
"Nebraska",8,"Mathematics","90th",337.5625,334.60050201416,338.038499450684,-0.475999450684014,"Not economically disadvantaged"
"Nevada",8,"Mathematics","90th",312.444499206543,314.305001831055,308.731997680664,3.71250152587902,"Economically disadvantaged"
"Nevada",8,"Mathematics","90th",337.067999267578,329.913998413086,337.398501586914,-0.330502319336006,"Not economically disadvantaged"
"New Hampshire",8,"Mathematics","90th",305.272500610352,304.986500549317,311.916000366211,-6.64349975585901,"Economically disadvantaged"
"New Hampshire",8,"Mathematics","90th",329.684001159668,328.391500854492,337.551998901367,-7.86799774169901,"Not economically disadvantaged"
"New Jersey",8,"Mathematics","90th",309.510499572754,304.659501647949,316.396998596191,-6.88649902343701,"Economically disadvantaged"
"New Jersey",8,"Mathematics","90th",349.395997619629,342.902499389649,356.739002990723,-7.34300537109402,"Not economically disadvantaged"
"New Mexico",8,"Mathematics","90th",288.4125,295.548498535156,305.933000183105,-17.520500183105,"Economically disadvantaged"
"New Mexico",8,"Mathematics","90th",318.443501281738,321.551501464844,335.250497436524,-16.806996154786,"Not economically disadvantaged"
"New York",8,"Mathematics","90th",313.621998596192,314.129002380371,319.153497314453,-5.53149871826099,"Economically disadvantaged"
"New York",8,"Mathematics","90th",339.281498718262,341.616999816895,344.408996582031,-5.12749786376901,"Not economically disadvantaged"
"North Carolina",8,"Mathematics","90th",310.534001159668,301.782496643067,314.514002990723,-3.98000183105501,"Economically disadvantaged"
"North Carolina",8,"Mathematics","90th",343.444502258301,329.308499145508,343.519000244141,-0.0744979858400256,"Not economically disadvantaged"
"North Dakota",8,"Mathematics","90th",308.171496582031,306.828498840332,312.32449798584,-4.15300140380901,"Economically disadvantaged"
"North Dakota",8,"Mathematics","90th",327.141999816895,325.44450378418,335.653999328613,-8.51199951171799,"Not economically disadvantaged"
"Ohio",8,"Mathematics","90th",311.57850189209,305.722001647949,310.939996337891,0.638505554199014,"Economically disadvantaged"
"Ohio",8,"Mathematics","90th",343.607000732422,336.632000732422,344.549499511719,-0.942498779296955,"Not economically disadvantaged"
"Oklahoma",8,"Mathematics","90th",300.805499267578,299.375498962403,307.776499938965,-6.971000671387,"Economically disadvantaged"
"Oklahoma",8,"Mathematics","90th",324.6,318.921501159668,333.595498657227,-8.99549865722696,"Not economically disadvantaged"
"Oregon",8,"Mathematics","90th",297.612498474121,318.686499023438,315.886497497559,-18.273999023438,"Economically disadvantaged"
"Oregon",8,"Mathematics","90th",328.86849975586,NA,344.035498046875,-15.166998291015,"Not economically disadvantaged"
"Pennsylvania",8,"Mathematics","90th",309.527500915527,307.583999633789,315.641999816895,-6.11449890136799,"Economically disadvantaged"
"Pennsylvania",8,"Mathematics","90th",344.719000244141,332.697499084473,346.60950012207,-1.89049987792902,"Not economically disadvantaged"
"Puerto Rico",8,"Mathematics","90th",249.027498626709,250.601499176025,259.45599975586,-10.428501129151,"Economically disadvantaged"
"Puerto Rico",8,"Mathematics","90th",261.373501586914,265.38699798584,NA,NA,"Not economically disadvantaged"
"Rhode Island",8,"Mathematics","90th",303.278997802734,299.12850189209,302.734001159668,0.544996643065986,"Economically disadvantaged"
"Rhode Island",8,"Mathematics","90th",337.761503601074,332.347999572754,338.729502868652,-0.967999267577966,"Not economically disadvantaged"
"South Carolina",8,"Mathematics","90th",303.728497314453,303.850996398926,310.410000610352,-6.68150329589895,"Economically disadvantaged"
"South Carolina",8,"Mathematics","90th",335.513497924805,334.25050201416,341.855500793457,-6.342002868652,"Not economically disadvantaged"
"South Dakota",8,"Mathematics","90th",312.222499084473,308.671501159668,316.902000427246,-4.67950134277299,"Economically disadvantaged"
"South Dakota",8,"Mathematics","90th",331.54949798584,328.294999694824,336.855999755859,-5.306501770019,"Not economically disadvantaged"
"Tennessee",8,"Mathematics","90th",305.601501464844,295.326000976563,308.524499511719,-2.92299804687502,"Economically disadvantaged"
"Tennessee",8,"Mathematics","90th",336.320999145508,325.90299987793,335.732002258301,0.588996887206974,"Not economically disadvantaged"
"Texas",8,"Mathematics","90th",306.305001831055,307.384999084473,311.521499633789,-5.21649780273401,"Economically disadvantaged"
"Texas",8,"Mathematics","90th",336.328503417969,334.031500244141,339.683999633789,-3.35549621582004,"Not economically disadvantaged"
"Utah",8,"Mathematics","90th",314.038500976563,316.686000061035,315.518498229981,-1.47999725341799,"Economically disadvantaged"
"Utah",8,"Mathematics","90th",333.126499938965,332.82149810791,340.225500488281,-7.09900054931597,"Not economically disadvantaged"
"Vermont",8,"Mathematics","90th",307.268495178223,306.917498779297,318.408499145508,-11.140003967285,"Economically disadvantaged"
"Vermont",8,"Mathematics","90th",333.572497558594,328.787501525879,339.397500610352,-5.82500305175796,"Not economically disadvantaged"
"Virginia",8,"Mathematics","90th",301.919497680664,305.564497375488,312.842999267578,-10.923501586914,"Economically disadvantaged"
"Virginia",8,"Mathematics","90th",338.367500305176,341.669000244141,343.007997131348,-4.64049682617201,"Not economically disadvantaged"
"Washington",8,"Mathematics","90th",305.459495544434,304.175500488281,317.961500549316,-12.502005004882,"Economically disadvantaged"
"Washington",8,"Mathematics","90th",344.07799987793,338.021499633789,348.54649810791,-4.46849822998001,"Not economically disadvantaged"
"West Virginia",8,"Mathematics","90th",298.373498535156,293.89299621582,307.076000976563,-8.70250244140703,"Economically disadvantaged"
"West Virginia",8,"Mathematics","90th",321.041998291016,317.148497009277,326.284999084473,-5.24300079345699,"Not economically disadvantaged"
"Wisconsin",8,"Mathematics","90th",312.467002868652,307.479499816895,316.71600189209,-4.24899902343799,"Economically disadvantaged"
"Wisconsin",8,"Mathematics","90th",340.409501647949,336.840498352051,345.378001403809,-4.96849975585997,"Not economically disadvantaged"
"Wyoming",8,"Mathematics","90th",310.723001098633,317.586499023438,315.919502258301,-5.196501159668,"Economically disadvantaged"
"Wyoming",8,"Mathematics","90th",328.891497802735,326.708999633789,335.515997314453,-6.624499511718,"Not economically disadvantaged"
"National",4,"Reading","90th",252.055500793457,251.345498657227,252.518999481201,-0.463498687743993,"Economically disadvantaged"
"National",4,"Reading","90th",273.824502563477,273.802998352051,274.506001281738,-0.681498718261025,"Not economically disadvantaged"
"Alabama",4,"Reading","90th",249.69049987793,246.882000732422,246.796001434326,2.89449844360399,"Economically disadvantaged"
"Alabama",4,"Reading","90th",275.157501220703,267.615002441406,268.115498352051,7.04200286865199,"Not economically disadvantaged"
"Alaska",4,"Reading","90th",244.451499938965,243.832499694824,244.320000457764,0.13149948120099,"Economically disadvantaged"
"Alaska",4,"Reading","90th",262.99649810791,264.719998168945,266.498999023438,-3.502500915528,"Not economically disadvantaged"
"Arizona",4,"Reading","90th",248.62149887085,249.039500427246,249.177001190186,-0.555502319336,"Economically disadvantaged"
"Arizona",4,"Reading","90th",273.679498291016,269.300001525879,271.433000183106,2.24649810790999,"Not economically disadvantaged"
"Arkansas",4,"Reading","90th",253.719499206543,250.521000671387,255.525998687744,-1.806499481201,"Economically disadvantaged"
"Arkansas",4,"Reading","90th",270.394499206543,274.237004089356,271.356503295899,-0.962004089356014,"Not economically disadvantaged"
"California",4,"Reading","90th",250.084499359131,250.009499359131,252.163500213623,-2.07900085449199,"Economically disadvantaged"
"California",4,"Reading","90th",274.728500366211,280.336999511719,276.726502990723,-1.99800262451203,"Not economically disadvantaged"
"Colorado",4,"Reading","90th",251.269999694824,250.927499389649,253.311499023438,-2.04149932861398,"Economically disadvantaged"
"Colorado",4,"Reading","90th",278.937001037598,276.611499023438,276.546998596191,2.39000244140703,"Not economically disadvantaged"
"Connecticut",4,"Reading","90th",251.024501800537,247.044501495361,250.965500640869,0.0590011596679858,"Economically disadvantaged"
"Connecticut",4,"Reading","90th",278.767500305176,274.628999328613,277.951000976563,0.816499328612963,"Not economically disadvantaged"
"Delaware",4,"Reading","90th",245.718999481201,238.293000030518,247.991500091553,-2.27250061035201,"Economically disadvantaged"
"Delaware",4,"Reading","90th",264.322500610352,263.35350189209,270.982499694824,-6.65999908447202,"Not economically disadvantaged"
"District of Columbia",4,"Reading","90th",237.672001647949,248.060498809815,251.177500915527,-13.505499267578,"Economically disadvantaged"
"District of Columbia",4,"Reading","90th",283.053999328613,292.183499145508,287.732998657227,-4.678999328614,"Not economically disadvantaged"
"DoDEA",4,"Reading","90th",NA,NA,NA,NA,"Economically disadvantaged"
"DoDEA",4,"Reading","90th",NA,NA,NA,NA,"Not economically disadvantaged"
"Florida",4,"Reading","90th",258.578497314453,257.945002746582,257.977502441406,0.600994873047,"Economically disadvantaged"
"Florida",4,"Reading","90th",273.951501464844,275.971501159668,276.514001464844,-2.5625,"Not economically disadvantaged"
"Georgia",4,"Reading","90th",255.684498596191,253.072999572754,251.532500457764,4.15199813842699,"Economically disadvantaged"
"Georgia",4,"Reading","90th",280.38399810791,276.132499694824,281.339001464844,-0.955003356934014,"Not economically disadvantaged"
"Hawaii",4,"Reading","90th",250.253497314453,253.55299987793,254.236999511719,-3.98350219726601,"Economically disadvantaged"
"Hawaii",4,"Reading","90th",271.8625,274.763999938965,271.480000305176,0.382499694823991,"Not economically disadvantaged"
"Idaho",4,"Reading","90th",254.975500488281,255.135997772217,257.110502624512,-2.13500213623098,"Economically disadvantaged"
"Idaho",4,"Reading","90th",268.262001037598,268.680000305176,272.530499267578,-4.26849822998003,"Not economically disadvantaged"
